Gender,Age,Type of Injury,Area,Type of Vehicle
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Taxi
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Lastbil over 3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Midtjylland,Andre
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Varebil 0-3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Lastbil over 3.500 kg.
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Bus
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Bus
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Motorcykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Andre
Mænd,45-64 år,Alvorligt tilskadekomne,Region Nordjylland,Andre
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Taxi
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Bus
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Motorcykel
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,45-64 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
