Gender,Age,Type of Injury,Area,Type of Vehicle
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Alvorligt tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Hovedstaden,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Varebil 0-3.500 kg.
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Sjælland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Syddanmark,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Motorcykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Motorcykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Midtjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Almindelig personbil
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Motorcykel
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Knallert
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Cykel
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Mænd,0-17 år,Lettere tilskadekomne,Region Nordjylland,Fodgænger
Mænd,18-24 år,Dræbte,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Dræbte,Region Hovedstaden,Fodgænger
Mænd,18-24 år,Dræbte,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Sjælland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Sjælland,Motorcykel
Mænd,18-24 år,Dræbte,Region Sjælland,Knallert
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Syddanmark,Motorcykel
Mænd,18-24 år,Dræbte,Region Syddanmark,Motorcykel
Mænd,18-24 år,Dræbte,Region Syddanmark,Motorcykel
Mænd,18-24 år,Dræbte,Region Syddanmark,Fodgænger
Mænd,18-24 år,Dræbte,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Midtjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Midtjylland,Varebil 0-3.500 kg.
Mænd,18-24 år,Dræbte,Region Midtjylland,Motorcykel
Mænd,18-24 år,Dræbte,Region Midtjylland,Motorcykel
Mænd,18-24 år,Dræbte,Region Midtjylland,Motorcykel
Mænd,18-24 år,Dræbte,Region Midtjylland,Cykel
Mænd,18-24 år,Dræbte,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Nordjylland,Almindelig personbil
Mænd,18-24 år,Dræbte,Region Nordjylland,Motorcykel
Mænd,18-24 år,Dræbte,Region Nordjylland,Fodgænger
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Almindelig personbil
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Varebil 0-3.500 kg.
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.
Mænd,18-24 år,Alvorligt tilskadekomne,Region Hovedstaden,Lastbil over 3.500 kg.
